"box","section","x","y","edge_edi","altitude_m","northness","no_trees_75m","pnum","area_polygon","area_polygon_sqrt"
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"20061EX13",14992.2232092135,122.442734407614
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"20221EX13",15594.1089467779,124.876374654207
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"20171EX13",35302.5467901453,187.889719756418
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"20021EX13",49317.7754641473,222.07605783638
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"20211EX13",15594.1089467742,124.876374654192
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19961EX13",15262.0616017627,123.539716697759
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19861EX13",61832.0088989474,248.660428896412
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19781EX13",66634.17247843,258.135957352768
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19611EX13",40224.0401876476,200.559318376503
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19921EX13",25348.3559131511,159.211670153764
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19741EX13",17712.8128826842,133.089492007011
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19711EX13",32456.4300357848,180.156681907124
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"20101EX13",31194.0887261741,176.618483534918
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19661EX13",41786.3270114008,204.417041881055
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"20071EX13",12280.5380477393,110.817589072039
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19831EX13",13655.1982867923,116.855458951614
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"20041EX13",57011.8427579887,238.771528365483
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19631EX13",35880.260897832,189.420856554478
"EX13","EX",445382.33,208817.71,139.44,89.1056,0.89562638,24,"19731EX13",33848.2069593817,183.978822040423
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19841EX13A",27443.9694218934,165.662214828528
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19951EX13A",41067.3733083503,202.650865550459
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19721EX13A",35138.9459908381,187.453850296115
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"20061EX13A",27677.7400258677,166.366282719389
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"20221EX13A",29383.7852811515,171.416992393262
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19811EX13A",30821.5898788904,175.560786848574
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19801EX13A",37665.9025337864,194.077053084043
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19901EX13A",40538.4146693968,201.341537367223
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"20181EX13A",38743.470285465,196.833610660032
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19691EX13A",44455.1449170187,210.843887549577
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"20131EX13A",30613.6863839496,174.967672396788
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19831EX13A",26085.7748680664,161.510912535551
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19941EX13A",34321.517398023,185.260674181066
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19742EX13A",42714.7229807801,206.675404876294
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19931EX13A",30369.7773403045,174.269266769286
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"20071EX13A",26815.5682270424,163.754597575282
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"20211EX13A",29383.7852811515,171.416992393262
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19881EX13A",39383.8764855033,198.453713710536
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19961EX13A",29383.7852811515,171.416992393262
"EX13A","EX",445305.33,208756.71,62.9295,90.9159,0.887461715,13,"19851EX13A",33476.4974281788,182.965836778834
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20151EX14",31514.6038444601,177.523530396565
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19921EX14",22122.2489219578,148.735499871274
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20211EX14",27180.3190247938,164.864547507321
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20201EX14",68064.5233022263,260.891784658364
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19971EX14",23266.6268253202,152.534018583791
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19631EX14",21633.6207504711,147.083720208836
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20131EX14",34691.5226354534,186.256604273388
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20061EX14",19915.4756652154,141.122201177616
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20221EX14",10732.1051794365,103.595874335982
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19991EX14",26599.0104740057,163.092030688215
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20191EX14",23453.492775118,153.145332201533
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19771EX14",29285.0700783469,171.128811362514
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20121EX14",18713.4618439366,136.797155832775
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20102EX14",21215.8838269835,145.656732858401
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19811EX14",22624.7499095807,150.415258233933
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19961EX14",10654.4273447258,103.220285529182
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19601EX14",29764.880478099,172.525014064915
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19651EX14",38879.2039321363,197.178102060387
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19941EX14",21914.0525099123,148.033957286537
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20181EX14",27048.1665415624,164.463268061785
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20011EX14",18343.6880813179,135.438872120665
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19931EX14",22220.8308212459,149.066531526181
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20001EX14",89560.6116479128,299.266790085223
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20051EX14",16670.7561673038,129.115282469984
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20161EX14",14535.9130665157,120.564974459897
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19821EX14",23441.231854558,153.105296624767
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19842EX14",12423.6782566532,111.461555061166
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19831EX14",19912.5145492749,141.111709469041
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19791EX14",45014.3962109052,212.165963837052
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19641EX14",53378.951892186,231.038853641949
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20071EX14",10632.2339361366,103.112724414286
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19731EX14",16250.7621023743,127.478477016218
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"20021EX14",18367.8910225481,135.528192722208
"EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,"19741EX14",21718.1958161909,147.370946309613
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19831EX14A",9810.39883834054,99.0474575056853
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19851EX14A",23194.40144521,152.297082851938
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19751EX14A",29937.80256713,173.025439075097
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19941EX14A",9141.96677858382,95.6136328071673
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19961EX14A",7420.32384146191,86.1413016006951
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19631EX14A",12090.6651066914,109.957560479903
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19951EX14A",8353.30936788348,91.3964406740409
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19791EX14A",17523.343215948,132.375765213833
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"20061EX14A",14555.9146654531,120.64789540416
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19881EX14A",32888.0467522256,181.350618284652
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19921EX14A",15438.2782268375,124.250868113014
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"20041EX14A",11836.7449364625,108.796805727294
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19661EX14A",22742.8301784769,150.807261690135
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"20121EX14A",10808.0973791517,103.961999688116
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19931EX14A",18685.9780966341,136.696664540998
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19971EX14A",21021.3212593496,144.987314132477
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19761EX14A",33066.3495351877,181.841550629078
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"20081EX14A",11168.6687795287,105.681922671423
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19771EX14A",16119.142935656,126.961186729079
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"20051EX14A",11566.0038242806,107.545357055898
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"20031EX14A",10324.5817527473,101.60994908348
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19841EX14A",12097.7739135325,109.989880959716
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"19621EX14A",20787.1700033545,144.177564146973
"EX14A","EX",445559.33,208789.71,316.225,107.215,0.596631141,45,"20071EX14A",9628.79695479313,98.1264335171371
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19951EX14B",8539.8801356703,92.4114718834751
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19841EX14B",12230.7013798617,110.592501463081
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19831EX14B",9771.38521342352,98.8503172145822
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"20081EX14B",8297.33882670291,91.0897295346896
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"20031EX14B",29746.470829587,172.471652249252
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19631EX14B",35361.5692389496,188.046720893903
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19661EX14B",31600.9028987112,177.76642792921
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19811EX14B",16768.930452365,129.494905121263
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19801EX14B",19254.1232886501,138.759227760355
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"20021EX14B",24171.9107792694,155.47318347313
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19711EX14B",32948.8164500879,181.518088492822
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19821EX14B",15523.8924254179,124.594913320801
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"20122EX14B",11337.7610731833,106.478923140607
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"20091EX14B",18818.2087613298,137.179476458141
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19731EX14B",21633.4114648907,147.083008756589
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"20011EX14B",23677.3841737285,153.874572862863
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19601EX14B",34807.8629507404,186.568654791582
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19781EX14B",29597.6654214263,172.039720475901
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19851EX14B",12924.0264991783,113.68388847668
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19871EX14B",25935.9008302713,161.046269221834
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"20101EX14B",17927.5486717764,133.893796240813
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19721EX14B",32209.6187211431,179.470383966668
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"20071EX14B",9406.6077745948,96.9876681573219
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19681EX14B",18415.2907808274,135.702950523662
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19961EX14B",9484.51523512788,97.3884758846132
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19901EX14B",38621.444818493,196.523395092017
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19741EX14B",21291.8659597333,145.917325769537
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19941EX14B",16373.0138943456,127.957078328421
"EX14B","EX",445630.33,208871.71,391.481,106.688,0.646470257,34,"19651EX14B",18186.2172077075,134.856283530681
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19961EX15",17764.831989821,133.284777787342
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"20071EX15",17764.8319898155,133.284777787321
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19951EX15",21775.1213703118,147.563956880777
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"20161EX15",21541.8580325017,146.771448287811
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19892EX15",28910.2573523391,170.030166006915
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19611EX15",29406.3583749738,171.482822390389
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19891EX15",28910.2573523391,170.030166006915
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19911EX15",57633.4141390659,240.069602696938
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"20221EX15",27734.4255154766,166.536559095823
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19681EX15",47037.0338305011,216.880229229179
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"20041EX15",22142.6353973318,148.804016737895
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"20081EX15",19920.3749826588,141.13955853218
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19991EX15",27450.7784381658,165.682764457157
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19731EX15",22233.8062542379,149.110047462396
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19651EX15",21628.9939988258,147.067991074964
"EX15","EX",445523.33,208906.71,296.267,97.8592,0.739243345,37,"19841EX15",17764.831989821,133.284777787342
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"19981EX16",26311.3815068789,162.207834295631
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"19821EX16",24758.0806295983,157.347007056373
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20101EX16",19510.0927898586,139.678533747525
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20081EX16",14587.5723269321,120.779022710619
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20111EX16",27509.0432719141,165.85850376726
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20091EX16",21418.907701686,146.35199930881
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"19851EX16",21289.2008305565,145.90819315774
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20181EX16",22242.3594277687,149.138725446373
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20161EX16",18000.5664208969,134.16618955943
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"19951EX16",15872.3279224373,125.985427420942
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"19831EX16",19197.4572614413,138.554888984262
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20041EX16",24800.6353632067,157.482174747515
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20151EX16",26277.6696232269,162.103885281096
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20171EX16",41834.8871615697,204.535784550209
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20121EX16",23326.6152059305,152.730531348289
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"19621EX16",40810.1013399202,202.015101762022
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"19801EX16",22825.9273793288,151.082518443825
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"19832EX16",19197.4572614413,138.554888984262
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20051EX16",20293.083314104,142.453793610785
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20191EX16",28234.3728007711,168.030868594943
"EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,"20141EX16",40670.1758390814,201.668480033647
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19961EX17",11334.7406102188,106.464738811584
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"20161EX17",16767.7233064352,129.490244058906
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19791EX17",21855.7279291479,147.836828730692
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19981EX17",7515.88644820452,86.6942123108833
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19871EX17",23238.9563873839,152.443289086086
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19941EX17",20324.4929944966,142.563996136811
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19611EX17",31460.3849856285,177.370755722663
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"20181EX17",19718.6572504519,140.423136449988
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19841EX17",24173.9132728348,155.479623336419
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"20051EX17",4885.86372215673,69.8989536556645
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"20071EX17",9833.86876521929,99.1658649194333
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19811EX17",13319.6933600325,115.410975907981
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19761EX17",39308.3675691411,198.263379294163
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19921EX17",56893.9290861916,238.524483200764
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19881EX17",33094.5171812738,181.918985213951
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19891EX17",25380.4685736131,159.312487186702
"EX17","EX",445694.33,208976.71,356.053,102.636,0.921355105,13,"19851EX17",23335.2210409939,152.758702013973
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20071EX18",11802.2051034458,108.637954249175
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20111EX18",15836.9724706206,125.845033555642
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19791EX18",32798.8051778884,181.104404081978
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20151EX18",15749.8182544988,125.498279886613
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19951EX18",15577.487714624,124.809806163715
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19961EX18",11794.0321522504,108.600332192173
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19981EX18",10709.8535760436,103.488422425137
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20051EX18",10775.0487818774,103.802932433903
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19831EX18",17098.8160450645,130.762441263019
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20091EX18",13014.1824384723,114.079719663366
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19811EX18",17846.4298880398,133.590530682529
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19741EX18",47605.1665859316,218.18608247533
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20201EX18",43483.8042762587,208.527706255688
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19651EX18",37023.9083995968,192.415977506019
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20131EX18",29714.1757230978,172.378002433889
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20081EX18",16121.5385432448,126.970620787822
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20021EX18",28801.5985367652,169.710337153531
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19781EX18",25584.4908828922,159.951526666338
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20001EX18",38931.3855561642,197.310378734025
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19971EX18",34978.3936440009,187.025115008656
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20141EX18",28260.2277888786,168.10778622324
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19861EX18",29274.0138412341,171.096504468192
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"19801EX18",17285.0217761807,131.472513386566
"EX18","EX",445710.33,209023.71,326.514,99.5167,0.918639572,8,"20101EX18",15222.5948832786,123.379880382818
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20011EX18A",18103.1675039812,134.548011891596
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20071EX18A",10496.9637552388,102.454691230996
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20111EX18A",12024.8472416196,109.657864476834
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19821EX18A",22452.7806638964,149.84251954601
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20051EX18A",10496.9637552314,102.45469123096
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20061EX18A",28645.3638320952,169.249413092321
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19761EX18A",43588.0773545461,208.777578668175
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19981EX18A",7230.48615765944,85.0322653917878
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20211EX18A",66204.3060896527,257.301974515651
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19951EX18A",10841.3221264392,104.121669821604
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19861EX18A",32694.8400769345,180.817145417503
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19991EX18A",33890.8563724812,184.094694036741
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19931EX18A",13790.1346870456,117.431404177271
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19661EX18A",58410.0588127673,241.681730407508
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19831EX18A",12284.8319331668,110.836961042636
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20101EX18A",11644.5568993529,107.909948101892
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20151EX18A",9263.30673254468,96.2460738552211
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19681EX18A",49260.2552080192,221.946514295718
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20191EX18A",18700.5744210854,136.750043587143
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20121EX18A",13184.3694581318,114.823209579474
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20091EX18A",17526.6797469988,132.388367113575
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19941EX18A",21619.2974139986,147.035021046003
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"20161EX18A",27873.6158362404,166.95393327574
"EX18A","EX",445761.33,208957.71,409.787,106.383,0.932991228,21,"19771EX18A",32299.0530264826,179.719372986004
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"19701EX19",36190.9756637216,190.239258996984
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"19902EX19",41014.113111957,202.519414160611
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"19811EX19",24989.0726051514,158.079323774969
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"20051EX19",14029.1540984549,118.444730142184
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"19781EX19",38580.2076876499,196.418450476654
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"20041EX19",25190.7809502054,158.716038730197
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"20081EX19",15972.1932504741,126.381142780377
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"19981EX19",12284.7453126918,110.836570285677
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"20031EX19",16519.3811139576,128.527744529956
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"20191EX19",17361.3219433888,131.762369223496
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"20071EX19",13427.5814635372,115.877441564513
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"20121EX19",14785.9258484517,121.597392441005
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"19771EX19",44418.9406910799,210.758014535818
"EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,"20091EX19",22972.1323208893,151.565604016509
